audio_file,text,full_audio_path,translated_text
5536-43359-0003,THIS WILD MOTHER HAS NOT ONLY THE EXPERIENCE OF HER MOTHER AND GRANDMOTHER AND THE ACCEPTED RULES OF HER PEOPLE FOR A GUIDE BUT SHE HUMBLY SEEKS TO LEARN A LESSON FROM ANTS BEES SPIDERS BEAVERS AND BADGERS,/content/audios/5536-43359-0003.flac," This wild mother has not only the experience of her mother and grandmother, in the accepted rules of her people for a guide, but she humbly seeks to learn a lesson from ants, bees, spiders, beavers, and badgers."
5536-43359-0004,IN DUE TIME THE CHILD TAKES OF HIS OWN ACCORD THE ATTITUDE OF PRAYER AND SPEAKS REVERENTLY OF THE POWERS,/content/audios/5536-43359-0004.flac," In due time, the child takes of his own accord, the attitude of prayer and speaks reverently of the powers."
5536-43359-0005,INDEED THE DISTINCTIVE WORK OF BOTH GRANDPARENTS IS THAT OF ACQUAINTING THE YOUTH WITH THE NATIONAL TRADITIONS AND BELIEFS,/content/audios/5536-43359-0005.flac," Indeed, the distinctive work of both grandparents is that of acquainting the youth with the national traditions and beliefs."
5536-43359-0006,THE FAMILY WAS NOT ONLY THE SOCIAL UNIT BUT ALSO THE UNIT OF GOVERNMENT,/content/audios/5536-43359-0006.flac," The family was not only the social unit, but also the unit of government."
5536-43359-0007,THE REMOTER DEGREES OF KINSHIP WERE FULLY RECOGNIZED AND THAT NOT AS A MATTER OF FORM ONLY FIRST COUSINS WERE KNOWN AS BROTHERS AND SISTERS THE NAME OF COUSIN CONSTITUTED A BINDING CLAIM AND OUR RIGID MORALITY FORBADE MARRIAGE BETWEEN COUSINS IN ANY KNOWN DEGREE OR IN OTHER WORDS WITHIN THE CLAN,/content/audios/5536-43359-0007.flac," The remote degrees of kinship were fully recognized, and that not as a matter of form only, first cousins were known as brothers and sisters. The name of cousin constituted a binding claim, an rigid morality for bad marriage between cousins in any known degree, or in other words within the clan."
5536-43359-0008,WHEN SHE FELL THE WHOLE RACE FELL WITH HER,/content/audios/5536-43359-0008.flac," when she fell, the whole race fell with her."
5536-43359-0009,BEFORE THIS CALAMITY CAME UPON US YOU COULD NOT FIND ANYWHERE A HAPPIER HOME THAN THAT CREATED BY THE INDIAN WOMAN,/content/audios/5536-43359-0009.flac," Before this calamity came upon us, you could not find anywhere happier home than that created by the Indian woman."
5536-43359-0010,HIS DAILY DEVOTIONS WERE MORE NECESSARY TO HIM THAN DAILY FOOD,/content/audios/5536-43359-0010.flac, His daily devotions were more necessary to him than daily food.
5536-43359-0011,WHENEVER IN THE COURSE OF THE DAILY HUNT THE RED HUNTER COMES UPON A SCENE THAT IS STRIKINGLY BEAUTIFUL OR SUBLIME A BLACK THUNDERCLOUD WITH THE RAINBOW'S GLOWING ARCH ABOVE THE MOUNTAIN A WHITE WATERFALL IN THE HEART OF A GREEN GORGE A VAST PRAIRIE TINGED WITH THE BLOOD RED OF SUNSET HE PAUSES FOR AN INSTANT IN THE ATTITUDE OF WORSHIP,/content/audios/5536-43359-0011.flac," Whenever, in the course of the Daily Hunt, the red hunter comes upon a scene that is strikingly beautiful or sublime, a black thunder cloud with the rainbows glowing arch above the mountain. A white waterfall in the heart of the green gorge, a vast prairie tinged with the blood red of sunset, he pauses for an instant in the attitude of worship."
5536-43359-0012,WHEN HE BECOMES AN OLD MAN HE LOVES TO MAKE A NOTABLE EFFORT TO PROVE HIS GRATITUDE,/content/audios/5536-43359-0012.flac," When he becomes an old man, he loves to make a notable effort to prove his gratitude."
5536-43359-0013,HE CUTS OFF THE CHOICEST MORSEL OF THE MEAT AND CASTS IT INTO THE FIRE THE PUREST AND MOST ETHEREAL ELEMENT,/content/audios/5536-43359-0013.flac," He cuts off the choices morsel of the meat and casts it into the fire, the purest and most ethereal element."
5536-43359-0014,THE HOSPITALITY OF THE WIGWAM IS ONLY LIMITED BY THE INSTITUTION OF WAR,/content/audios/5536-43359-0014.flac, The hospitality of the wigwom is only limited by the institution of war.
5536-43359-0015,OUR HONOR IS THE GUARANTEE FOR HIS SAFETY SO LONG AS HE IS WITHIN THE CAMP,/content/audios/5536-43359-0015.flac," Our honor is the guarantee for safety, so long as he is within the camp."
5536-43359-0016,LOVE BETWEEN MAN AND WOMAN IS FOUNDED ON THE MATING INSTINCT AND IS NOT FREE FROM DESIRE AND SELF SEEKING,/content/audios/5536-43359-0016.flac, Love between men and woman is founded on the mating instinct and is not free from desire and self-seeking.
5536-43359-0017,BUT TO HAVE A FRIEND AND TO BE TRUE UNDER ANY AND ALL TRIALS IS THE MARK OF A MAN,/content/audios/5536-43359-0017.flac, But to have a friend and to be true under any and all trials is the mark of a man.
5536-43359-0018,THIS BOND IS BETWEEN MAN AND MAN IS USUALLY FORMED IN EARLY YOUTH AND CAN ONLY BE BROKEN BY DEATH,/content/audios/5536-43359-0018.flac, This bond is between man and man is usually formed in early youth and can only be broken by death.
5536-43363-0000,REINCARNATION AND THE CONVERSE OF SPIRITS,/content/audios/5536-43363-0000.flac, reincarnation and the converse of spirits.
5536-43363-0001,THEREFORE HE COURTS DEATH IN BATTLE ON THE OTHER HAND HE WOULD REGARD IT AS DISGRACEFUL TO BE KILLED IN A PRIVATE QUARREL,/content/audios/5536-43363-0001.flac," Therefore, he courts death and battle, on the other hand, he would regard it as disgraceful to be killed in a private quarrel."
5536-43363-0002,THE MEN BLACKEN THEIR FACES AND WIDOWS OR BEREAVED PARENTS SOMETIMES GASH THEIR ARMS AND LEGS TILL THEY ARE COVERED WITH BLOOD,/content/audios/5536-43363-0002.flac," The men black in their faces and widows are bereaved parents, sometimes gash their arms and legs till they are covered with blood."
5536-43363-0003,GIVING THEMSELVES UP WHOLLY TO THEIR GRIEF THEY ARE NO LONGER CONCERNED ABOUT ANY EARTHLY POSSESSION AND OFTEN GIVE AWAY ALL THAT THEY HAVE TO THE FIRST COMERS EVEN TO THEIR BEDS AND THEIR HOME,/content/audios/5536-43363-0003.flac," Giving themselves up holy to their grief, they are no longer concerned about any earthly possession, and often give away all that they have to the first comers, even to their beds and their home."
5536-43363-0004,IT WAS PREPARED BY DRESSING IN THE FINEST CLOTHES TOGETHER WITH SOME PERSONAL POSSESSIONS AND ORNAMENTS WRAPPED IN SEVERAL ROBES AND FINALLY IN A SECURE COVERING OF RAW HIDE,/content/audios/5536-43363-0004.flac," It was prepared by dressing in the finest clothes, together with some personal possessions and ornaments wrapped in several robes and finally in a secure covering of raw hide."
5536-43363-0005,AS A SPECIAL MARK OF RESPECT THE BODY OF A YOUNG WOMAN OR A WARRIOR WAS SOMETIMES LAID OUT IN STATE IN A NEW TEEPEE WITH THE USUAL HOUSEHOLD ARTICLES AND EVEN WITH A DISH OF FOOD LEFT BESIDE IT NOT THAT THEY SUPPOSED THE SPIRIT COULD USE THE IMPLEMENTS OR EAT THE FOOD BUT MERELY AS A LAST TRIBUTE,/content/audios/5536-43363-0005.flac," As a special mark of respect, the body of a young woman or a warrior was sometimes laid out in state in a new teepee, with the usual household articles and even with a dish of food left beside it, not that they supposed the spirit could use the implements or eat the food but merely as a last tribute."
5536-43363-0006,IF A MAN WERE SLAIN IN BATTLE IT WAS AN OLD CUSTOM TO PLACE HIS BODY AGAINST A TREE OR ROCK IN A SITTING POSITION ALWAYS FACING THE ENEMY TO INDICATE HIS UNDAUNTED DEFIANCE AND BRAVERY EVEN IN DEATH,/content/audios/5536-43363-0006.flac," If a man were slain in battle, it was an old custom to place his body against a tree or rock in a sitting position, always facing the enemy to indicate his undaunted defiance and bravery even in death."
5536-43363-0007,AT EVERY MEAL TIME A DISH OF FOOD WAS PLACED UNDER IT AND SOME PERSON OF THE SAME SEX AND AGE AS THE ONE WHO WAS GONE MUST AFTERWARD BE INVITED IN TO PARTAKE OF THE FOOD,/content/audios/5536-43363-0007.flac," At every meal time, a dish of food was placed under it, and some person of the same sex and age as the one who was gone must afterward be invited in to partake of the food."
5536-43363-0008,AT THE END OF A YEAR FROM THE TIME OF DEATH THE RELATIVES MADE A PUBLIC FEAST AND GAVE AWAY THE CLOTHING AND OTHER GIFTS WHILE THE LOCK OF HAIR WAS INTERRED WITH APPROPRIATE CEREMONIES,/content/audios/5536-43363-0008.flac," At the end of the year from the time of death, the relatives made a public feast and gave away the clothing and other gifts, while the lock of hair was interred with appropriate ceremonies."
5536-43363-0009,IT IS WELL KNOWN THAT THE AMERICAN INDIAN HAD SOMEHOW DEVELOPED OCCULT POWER AND ALTHOUGH IN THE LATTER DAYS THERE HAVE BEEN MANY IMPOSTORS AND ALLOWING FOR THE VANITY AND WEAKNESS OF HUMAN NATURE IT IS FAIR TO ASSUME THAT THERE MUST HAVE BEEN SOME EVEN IN THE OLD DAYS YET THERE ARE WELL ATTESTED INSTANCES OF REMARKABLE PROPHECIES AND OTHER MYSTIC PRACTICE,/content/audios/5536-43363-0009.flac," It is well known that the American Indian had somehow developed a cult power, and although in the latter days there have been many imposter and allowing for the vanity and weakness of human nature, it is fair to assume that there must have been some even in the old days, yet there are well attested instances of remarkable prophecies and other mystic practice."
5536-43363-0010,NO DOUBT MANY PREDICTIONS HAVE BEEN COLORED TO SUIT THE NEW AGE AND UNQUESTIONABLY FALSE PROPHETS FAKIRS AND CONJURERS HAVE BECOME THE PEST OF THE TRIBES DURING THE TRANSITION PERIOD,/content/audios/5536-43363-0010.flac," No doubt many predictions have been colored to suit the new age, and unquestionably false profits, fakers, and conjurers have become the pest of the tribes during the transition period."
5536-43363-0011,THIS WAS CARRIED OUT TO THE LETTER,/content/audios/5536-43363-0011.flac, This was carried out to the letter.
5536-43363-0012,THIS WAS ONLY ONE OF HIS REMARKABLE PROPHECIES,/content/audios/5536-43363-0012.flac, This was only one of his remarkable prophecies.
5536-43363-0013,ANOTHER FAMOUS MEDICINE MAN WAS BORN ON THE RUM RIVER ABOUT ONE HUNDRED AND FIFTY YEARS AGO AND LIVED TO BE OVER A CENTURY OLD,/content/audios/5536-43363-0013.flac, Another famous medicine man was born on the Rum River about 150 years ago and lived to be over a century old.
5536-43363-0014,AT THE AGE OF ABOUT SEVENTY FIVE YEARS HE SAVED HIS BAND FROM UTTER DESTRUCTION AT THE HANDS OF THEIR ANCESTRAL ENEMIES BY SUDDENLY GIVING WARNING RECEIVED IN A DREAM OF THE APPROACH OF A LARGE WAR PARTY,/content/audios/5536-43363-0014.flac, At the age of about 75 years he saved his band from utter destruction at the hands of their ancestral enemies by suddenly giving warning received in a dream of the approach of a large war party.
5536-43363-0015,FIVE YEARS LATER HE REPEATED THE SERVICE AND AGAIN SAVED HIS PEOPLE FROM AWFUL SLAUGHTER,/content/audios/5536-43363-0015.flac," Five years later, he repeated the service and again saved his people from awful slaughter."
5536-43363-0016,THERE ARE MANY TRUSTWORTHY MEN AND MEN OF CHRISTIAN FAITH TO VOUCH FOR THESE AND SIMILAR EVENTS OCCURRING AS FORETOLD,/content/audios/5536-43363-0016.flac, There are many trustworthy men and men of Christian faith to vouch for these in similar events occurring as foretold.
5536-43363-0017,AT ANOTHER TIME WHEN I WAS FOURTEEN YEARS OLD WE HAD JUST LEFT FORT ELLIS ON THE ASSINIBOINE RIVER AND MY YOUNGEST UNCLE HAD SELECTED A FINE SPOT FOR OUR NIGHT CAMP,/content/audios/5536-43363-0017.flac, At another time when I was 14 years old we had just left Fort Ellis on the Ascente Bone River and my youngest uncle had selected a fine spot for a night camp.
5536-43363-0018,MANY OF THE INDIANS BELIEVED THAT ONE MAY BE BORN MORE THAN ONCE AND THERE WERE SOME WHO CLAIMED TO HAVE FULL KNOWLEDGE OF A FORMER INCARNATION,/content/audios/5536-43363-0018.flac," Many of the Indians believed that one may be born more than once, and there were some who claimed who had full knowledge of a former incarnation."
5536-43363-0019,THERE WAS A WELL KNOWN SIOUX WAR PROPHET WHO LIVED IN THE MIDDLE OF THE LAST CENTURY SO THAT HE IS STILL REMEMBERED BY THE OLD MEN OF HIS BAND,/content/audios/5536-43363-0019.flac," There was a well-known Sue War prophet who lived in the middle of the last century, so that he is still remembered by the old men of his band."
5694-64025-0000,SHILOH,/content/audios/5694-64025-0000.flac, Shiloh.
5694-64025-0001,THIS WAS THE FIRST BIG BATTLE IN WHICH OUR REGIMENT HAD EVER BEEN ENGAGED,/content/audios/5694-64025-0001.flac, This was the first big battle in which our regiment had ever been engaged.
5694-64025-0002,I DO NOT PRETEND TO TELL OF WHAT COMMAND DISTINGUISHED ITSELF OF HEROES OF BLOOD AND WOUNDS OF SHRIEKS AND GROANS OF BRILLIANT CHARGES OF CANNON CAPTURED ET CETERA,/content/audios/5694-64025-0002.flac," I did not pretend to tell of what command distinguished itself of heroes, of blood and wounds, of shrieks and groans, of brilliant charges, of canon captured, etc."
5694-64025-0003,ABOUT DAYLIGHT ON SUNDAY MORNING CHALMERS BRIGADE RELIEVED GLADDEN'S,/content/audios/5694-64025-0003.flac," About daylight on Sunday morning, Chalmers Brigade relieved the ladders."
5694-64025-0004,AS GLADDEN RODE BY US A COURIER RODE UP AND TOLD HIM SOMETHING,/content/audios/5694-64025-0004.flac," As Gladden wrote by us, a courier wrote up and told him something."
5694-64025-0005,ON SUNDAY MORNING A CLEAR BEAUTIFUL AND STILL DAY THE ORDER WAS GIVEN FOR THE WHOLE ARMY TO ADVANCE AND TO ATTACK IMMEDIATELY,/content/audios/5694-64025-0005.flac," On Sunday morning, a clear, beautiful and still day, the order was given for the whole army to advance and to attack immediately."
5694-64025-0006,WE WERE SUPPORTING AN ALABAMA BRIGADE,/content/audios/5694-64025-0006.flac, We were supporting an Alabama brigade.
5694-64025-0007,THAT'S RIGHT MY BRAVE FIRST TENNESSEE GIVE EM HAIL COLUMBIA,/content/audios/5694-64025-0007.flac," That's right, my brave first Tennessee. Give them a hail, Columbia."
5694-64025-0008,THE FACT WAS KEPT FROM THE TROOPS,/content/audios/5694-64025-0008.flac, The fact was kept from the troops.
5694-64025-0009,WE HAD TO PASS OVER THE GROUND WHERE TROOPS HAD BEEN FIGHTING ALL DAY,/content/audios/5694-64025-0009.flac, We had to pass over the ground where troops had been fighting all day.
5694-64025-0010,I HAD HEARD AND READ OF BATTLEFIELDS SEEN PICTURES OF BATTLEFIELDS OF HORSES AND MEN OF CANNON AND WAGONS ALL JUMBLED TOGETHER WHILE THE GROUND WAS STREWN WITH DEAD AND DYING AND WOUNDED BUT I MUST CONFESS THAT I NEVER REALIZED THE POMP AND CIRCUMSTANCE OF THE THING CALLED GLORIOUS WAR UNTIL I SAW THIS,/content/audios/5694-64025-0010.flac," I had heard and read of battlefields, seen pictures of battlefields, of horses and men of cannon and wagons all jumbled together, while the ground was strewn with dead and dying and wounded. But I must confess that I never realized the pomp and circumstance of the thing called glorious war until I saw this."
5694-64025-0011,I HAD BEEN FEELING MEAN ALL THE MORNING AS IF I HAD STOLEN A SHEEP BUT WHEN THE ORDER TO CHARGE WAS GIVEN I GOT HAPPY,/content/audios/5694-64025-0011.flac," I had been feeling mean all the morning as if I had stolen a sheep, but when they ordered to charge who was given, I got happy."
5694-64025-0012,OFFICERS COULD NOT CURB THE MEN TO KEEP IN LINE,/content/audios/5694-64025-0012.flac, Officers could not curb the men to keep in line.
5694-64025-0013,ON MONDAY THE TIDE WAS REVERSED,/content/audios/5694-64025-0013.flac," On Monday, the tide was reversed."
5694-64025-0014,BUT AS I SAID BEFORE READER A PRIVATE SOLDIER IS BUT AN AUTOMATON AND KNOWS NOTHING OF WHAT IS GOING ON AMONG THE GENERALS AND I AM ONLY GIVING THE CHRONICLES OF LITTLE THINGS AND EVENTS THAT CAME UNDER MY OWN OBSERVATION AS I SAW THEM THEN AND REMEMBER THEM NOW,/content/audios/5694-64025-0014.flac," But as I said before, Reader, a private soldier is but an automaton, and there was nothing of what is going on among the generals. And I am only giving the chronicles of little things and events that came under my own observation as I saw them then, and remember them now."
5694-64025-0015,SHOULD YOU DESIRE TO FIND OUT MORE ABOUT THE BATTLE I REFER YOU TO HISTORY,/content/audios/5694-64025-0015.flac," Should you desire to find out more about the battle, I refer you to history."
5694-64025-0016,ABOUT THE TIME HE PULLED TRIGGER A STRAY BALL FROM SOME DIRECTION STRUCK HIM IN THE SIDE AND HE FELL OFF DEAD AND HIS HORSE BECOMING FRIGHTENED GALLOPED OFF DRAGGING HIM THROUGH THE CONFEDERATE LINES,/content/audios/5694-64025-0016.flac," About the time he pulled trigger a stray ball from some direction struck him in the side and he fell off dead and his horse becoming frightened galloped off, dragging him through the Confederate lines."
5694-64025-0017,ON MONDAY MORNING I TOO CAPTURED ME A MULE,/content/audios/5694-64025-0017.flac, On Monday morning I too captured me a mule.
5694-64025-0018,HE WAS WISE IN HIS OWN CONCEIT,/content/audios/5694-64025-0018.flac, He was wise and his own conceit.
5694-64025-0019,I FREQUENTLY THOUGHT IT WOULD BE PLEASANT TO SPLIT THE DIFFERENCE WITH THAT MULE AND I WOULD GLADLY HAVE DONE SO IF I COULD HAVE GOTTEN ONE HALF OF HIS NO,/content/audios/5694-64025-0019.flac," I frequently thought it would be pleasant to split the difference with that mule, and I would gladly have done so if I could have gotten one half of his know."
5694-64025-0020,MULE DID NOT DESIRE TO CROSS WHILE I WAS TRYING TO PERSUADE HIM WITH A BIG STICK A ROCK IN HIS EAR AND A TWISTER ON HIS NOSE,/content/audios/5694-64025-0020.flac," Mule did not desire to cross, while I was trying to persuade him with a big stick, a rock and his ear, and a twister on his nose."
5694-64025-0021,SO HE GOT A LARGE TWO INCH ROPE TIED ONE END AROUND THE MULE'S NECK AND THE OTHER TO THE CAISSON AND ORDERED THE DRIVER TO WHIP UP,/content/audios/5694-64025-0021.flac, So we got a large 2-inch rope tied one end around the mules neck and the other to the case on and ordered the driver to whip up.
5694-64025-0022,THE ROPE HOWEVER WAS STRONGER THAN THE MULE'S NO AND HE WAS FINALLY PREVAILED UPON BY THE STRENGTH OF THE ROPE TO CROSS THE CREEK,/content/audios/5694-64025-0022.flac," The rope, however, was stronger than the mules know, and he was finally prevailed upon by the strength of the rope to cross the creek."
5694-64025-0023,ON MY TAKING THE ROPE OFF HE SHOOK HIMSELF AND SEEMED TO SAY YOU THINK THAT YOU ARE MIGHTY SMART FOLKS BUT YOU ARE A LEETLE TOO SMART,/content/audios/5694-64025-0023.flac," And while I'm taking the rope off, he shook himself and seemed to say, you think that you are mighty smart folks, but you are a little too smart."
5694-64029-0000,WE REMAINED SEVERAL MONTHS BUT SOON WE WERE ON THE TRAMP AGAIN,/content/audios/5694-64029-0000.flac," We remain several months, but soon we were on the tramp again."
5694-64029-0001,THE FEDERAL ARMY WAS CONCENTRATING AT NASHVILLE THERE WAS NO REST FOR THE WEARY,/content/audios/5694-64029-0001.flac, The Federal Army was concentrating at Nashville. There was no rest for the weary.
5694-64029-0002,OUR ARMY STOPPED AT MURFREESBORO,/content/audios/5694-64029-0002.flac, Our Army stopped at Murphreesboro.
5694-64029-0003,FROM TIME TO TIME DIFFERENT REGIMENTS WERE SENT FORWARD TO DO PICKET DUTY,/content/audios/5694-64029-0003.flac," From time to time, different regiments were sent forward to do picket duty."
5694-64029-0004,THE YANKEE PICKET LINES WERE NOT A HALF MILE OFF,/content/audios/5694-64029-0004.flac, The Yankee Picket Lines were not a half mile off.
5694-64029-0005,I AM A VIDET YOU KNOW THE RESPONSIBILITY RESTING ON ME,/content/audios/5694-64029-0005.flac, I am a vidette. You know the responsibility resting on me.
5694-64029-0006,SAYS HE I WOULD NOT TRUST A SECESH ON HIS WORD OATH OR BOND MARCH I SAY,/content/audios/5694-64029-0006.flac," Says he, I would not trust a secession on his word, oath or bond. March, I say."
5694-64029-0007,I SOON FOUND OUT THAT HE HAD CAUGHT SIGHT OF THE RELIEF ON THE ROAD AND WAS AFRAID TO SHOOT I QUICKLY MADE UP MY MIND,/content/audios/5694-64029-0007.flac, I soon found out that he had caught sight of the relief on the road and was afraid to shoot. I quickly made up my mind.
5694-64029-0008,MY GUN WAS AT MY FEET AND ONE STEP WOULD GET IT,/content/audios/5694-64029-0008.flac, My gun was at my feet and one step would get it.
5694-64029-0009,I MADE A QUICK GLANCE OVER MY SHOULDER AND GRABBED AT MY GUN,/content/audios/5694-64029-0009.flac, I made a quick glance over my shoulder and grabbed my gun.
5694-64029-0010,HE DIVINED MY MOTIVE AND FIRED THE BALL MISSED ITS AIM,/content/audios/5694-64029-0010.flac, He devined my motive and fired. The ball missed its aim.
5694-64029-0011,I THINK WE MUST HAVE KILLED A GOOD MANY IN THE OLD FIELD BECAUSE WE WERE FIRING ALL THE TIME AT THE SOLID LINE AS THEY ADVANCED UPON US,/content/audios/5694-64029-0011.flac," I think we must have killed a good many in the old field, because we were firing all the time at the solid line as they advanced upon us."
5694-64029-0012,WE KEPT FALLING BACK AND FIRING ALL DAY AND WERE RELIEVED BY ANOTHER REGIMENT ABOUT DARK WE REJOINED OUR REGIMENT,/content/audios/5694-64029-0012.flac, We kept falling back and firing all day and were relieved by another regiment about dark. We rejoined our regiment.
5694-64029-0013,LINE OF BATTLE WAS FORMED ON THE NORTH BANK OF STONE'S RIVER ON THE YANKEE SIDE,/content/audios/5694-64029-0013.flac, Line of battle was formed on the north bank of Stone's River on the Yankee side.
5694-64029-0014,BAD GENERALSHIP I THOUGHT IT WAS CHRISTMAS,/content/audios/5694-64029-0014.flac, Bad general shit by thought it was Christmas
5694-64029-0015,THE PRIVATE COULD BUT HE WAS NO GENERAL YOU SEE,/content/audios/5694-64029-0015.flac," The private good, but he was no general you see"
5694-64029-0016,I CALLED LIEUTENANT COLONEL FRIERSON'S ATTENTION TO THE YANKEES AND HE REMARKED WELL I DON'T KNOW WHETHER THEY ARE YANKEES OR NOT BUT IF THEY ARE THEY WILL COME OUT OF THERE MIGHTY QUICK,/content/audios/5694-64029-0016.flac," I call Lieutenant Colonel Fryerson's attention to the Yankees, and he remarked, �Well, I don't know whether they are Yankees or not, but if they are, they will come out of their mighty quick.�"
5694-64029-0017,THE YANKEES MARCHED OVER THE HILL OUT OF SIGHT,/content/audios/5694-64029-0017.flac, The Yankees marched over the hill out of sight.
5694-64029-0018,WE WERE ORDERED FORWARD TO THE ATTACK,/content/audios/5694-64029-0018.flac, We were ordered forward to the attack.
5694-64029-0019,WE WERE RIGHT UPON THE YANKEE LINE ON THE WILKERSON TURNPIKE,/content/audios/5694-64029-0019.flac, We were right upon the Yankee line on the Wilkerson turnpike.
5694-64029-0020,WE WERE NOT TWENTY YARDS OFF FROM THE YANKEES AND THEY WERE POURING THE HOT SHOT AND SHELLS RIGHT INTO OUR RANKS AND EVERY MAN WAS YELLING AT THE TOP OF HIS VOICE CEASE FIRING YOU ARE FIRING ON YOUR OWN MEN CEASE FIRING YOU ARE FIRING ON YOUR OWN MEN,/content/audios/5694-64029-0020.flac," We were not twenty yards off from the Yankees and they were pouring the hot shot and shells right into our ranks and every man was yelling at the top of his voice, sees firing you are firing on your own men, sees firing you are firing on your own men."
5694-64029-0021,OAKLEY COLOR BEARER OF THE FOURTH TENNESSEE REGIMENT RAN RIGHT UP IN THE MIDST OF THE YANKEE LINE WITH HIS COLORS BEGGING HIS MEN TO FOLLOW,/content/audios/5694-64029-0021.flac," Oakley, color bearer of the fourth Tennessee Regiment, ran right up in the midst of the Yankee line with his colors, begging his men to follow."
5694-64029-0022,THE LEADEN HAIL STORM SWEPT THEM OFF THE FIELD THEY FELL BACK AND RE FORMED,/content/audios/5694-64029-0022.flac, The leaden hailstorm swept them off the field. They fell back and reformed.
5694-64029-0023,WE WERE AT THAT TIME AT LEAST A HUNDRED YARDS IN ADVANCE OF THE BRIGADE CHEATHAM ALL THE TIME CALLING UPON THE MEN TO COME ON,/content/audios/5694-64029-0023.flac, We were at that time at least a hundred yards in advance of the brigade. Cheat them all the time calling upon the men to come on.
5694-64029-0024,I SAW AND FELT THAT HE WAS NOT FIGHTING FOR GLORY BUT THAT HE WAS FIGHTING FOR HIS COUNTRY BECAUSE HE LOVED THAT COUNTRY AND HE WAS WILLING TO GIVE HIS LIFE FOR HIS COUNTRY AND THE SUCCESS OF OUR CAUSE,/content/audios/5694-64029-0024.flac," I saw and felt that he was not fighting for glory, but that he was fighting for his country because he loved that country, and he was willing to give his life for his country and the success of our cause."
5694-64029-0025,I THOUGHT IT HAD BEEN TORN FROM MY SHOULDER,/content/audios/5694-64029-0025.flac, I thought it had been torn for my shoulder.
5694-64029-0026,AS I WENT BACK TO THE FIELD HOSPITAL I OVERTOOK ANOTHER MAN WALKING ALONG,/content/audios/5694-64029-0026.flac," As I went back to the field hospital, I overtook another man walking along."
5694-64029-0027,I LOOKED AT IT PRETTY CLOSE AND I SAID GREAT GOD,/content/audios/5694-64029-0027.flac," I looked at it pretty close, and I said, great God!"
5694-64029-0028,HE WAS WALKING ALONG WHEN ALL AT ONCE HE DROPPED DOWN AND DIED WITHOUT A STRUGGLE OR A GROAN,/content/audios/5694-64029-0028.flac," He was walking along, and all at once he dropped down and died without a struggle or a grown."
5694-64029-0029,BUT I COULD NOT BEAR THE THOUGHT OF WEARING DEAD MEN'S SHOES,/content/audios/5694-64029-0029.flac, But it could not bear the thought of wearing dead men's shoes.
5694-64029-0030,HE WAS STONE DEAD BUT I DROPPED THAT FOOT QUICK,/content/audios/5694-64029-0030.flac," He was stone dead, but I dropped that foot quick."
5694-64029-0031,BEFORE WE ARRIVED AT THE HOUSE WE SAW A BODY OF YANKEES APPROACHING AND AS WE STARTED TO RUN BACK THEY FIRED UPON US,/content/audios/5694-64029-0031.flac," Before we arrived at the house, we saw a body of Yankees approaching, and as we started to run back, they fired upon us."
5694-64029-0032,OUR PICKETS HAD RUN IN AND REPORTED A NIGHT ATTACK,/content/audios/5694-64029-0032.flac, Our pickets had run in and reported a night attack.
5694-64038-0000,ADVANCE INTO TENNESSEE,/content/audios/5694-64038-0000.flac, Advance into Tennessee.
5694-64038-0001,YANK SAYS WHAT YOU DOING JOHNNY,/content/audios/5694-64038-0001.flac," Yank says, what are you doing, Johnny?"
5694-64038-0002,WE PASSED AROUND ATLANTA CROSSED THE CHATTAHOOCHEE AND TRAVELED BACK OVER THE SAME ROUTE ON WHICH WE HAD MADE THE ARDUOUS CAMPAIGN UNDER JOE JOHNSTON,/content/audios/5694-64038-0002.flac," We passed around Atlanta, crossed the Chattahoochi, and traveled back over the same route on which we had made the arduous campaign under Joe Johnson."
5694-64038-0003,OUTSIDE OF THESE OCCASIONAL REMINDERS WE COULD SEE NO EVIDENCE OF THE DESOLATION OF THE TRACK OF AN INVADING ARMY,/content/audios/5694-64038-0003.flac," Outside of these occasional reminders, we could see no evidence of the desolation of the track of an invading army."
5694-64038-0004,WE SAW THE UNITED STATES FLAG FLYING FROM THE RAMPARTS AND THOUGHT THAT YANK WOULD PROBABLY BE ASLEEP OR CATCHING LICE OR MAYBE ENGAGED IN A GAME OF SEVEN UP,/content/audios/5694-64038-0004.flac, We saw the United States flag flying from the ramparts and thought that Yank would probably be a sleep or catching ice or maybe engaged in a game of seven up.
5694-64038-0005,HE WALKED UP AND SAYS HELLO BOYS WHAT IS IT BOSS,/content/audios/5694-64038-0005.flac, He walked up and says hello boys. What is it boss?
5694-64038-0006,A YANKEE ALWAYS SAYS NAGER,/content/audios/5694-64038-0006.flac," A Yankee always says, Nagger."
5694-64038-0007,THEY PERSUADED ELOQUENTLY,/content/audios/5694-64038-0007.flac, They persuaded eloquently.
5694-64038-0008,A MAN IN THE WELL,/content/audios/5694-64038-0008.flac, Amen and the well.
5694-64038-0009,THE VOICE APPEARED TO BE OVERHEAD,/content/audios/5694-64038-0009.flac, The voice appeared to be overhead.
5694-64038-0010,RIGHT BEFORE ME I SAW THE LONG DRY GRASS ALL BENDING TOWARD A COMMON CENTER AND I KNEW THAT IT WAS AN OLD WELL AND THAT MY COMRADE HAD FALLEN IN IT,/content/audios/5694-64038-0010.flac," Right before me I saw the long, dry grass all bending toward a common center, and I knew that it was an old well, and that my comrade had fallen in it."
